timestamp,max_waiting_duration
2024-08-08 21:17:06.067407,22
2024-08-08 21:17:06.083764,24
2024-08-08 21:17:06.101257,26
2024-08-08 21:17:06.117872,28
2024-08-08 21:17:06.134752,30
2024-08-08 21:17:06.152460,32
2024-08-08 21:17:06.168872,34
2024-08-08 21:17:06.185221,36
2024-08-08 21:17:06.202239,0
2024-08-08 21:17:06.303321,2
2024-08-08 21:17:06.319743,4
2024-08-08 21:17:06.337246,6
2024-08-08 21:17:06.354474,8
2024-08-08 21:17:06.370102,10
2024-08-08 21:17:06.387182,12
2024-08-08 21:17:06.404500,0
2024-08-08 21:17:06.488696,2
2024-08-08 21:17:06.505953,4
2024-08-08 21:17:06.522904,6
2024-08-08 21:17:06.539646,8
2024-08-08 21:17:06.557410,10
2024-08-08 21:17:06.574401,12
2024-08-08 21:17:06.591316,14
2024-08-08 21:17:06.608679,0
2024-08-08 21:17:06.810838,2
2024-08-08 21:17:06.828069,4
2024-08-08 21:17:06.845372,6
2024-08-08 21:17:06.860999,8
2024-08-08 21:17:06.877713,10
2024-08-08 21:17:06.894620,12
2024-08-08 21:17:06.910782,14
2024-08-08 21:17:06.928589,16
2024-08-08 21:17:06.945490,18
2024-08-08 21:17:06.962285,20
2024-08-08 21:17:06.979565,22
2024-08-08 21:17:06.996275,24
2024-08-08 21:17:07.012865,0
2024-08-08 21:17:07.046046,2
2024-08-08 21:17:07.062816,4
2024-08-08 21:17:07.080606,6
2024-08-08 21:17:07.096424,8
2024-08-08 21:17:07.112755,10
2024-08-08 21:17:07.129750,12
2024-08-08 21:17:07.147064,14
2024-08-08 21:17:07.163193,16
2024-08-08 21:17:07.179394,18
2024-08-08 21:17:07.196451,20
2024-08-08 21:17:07.212748,0
2024-08-08 21:17:07.264298,2
2024-08-08 21:17:07.280910,4
2024-08-08 21:17:07.298611,6
2024-08-08 21:17:07.315105,8
2024-08-08 21:17:07.332283,10
2024-08-08 21:17:07.349376,12
2024-08-08 21:17:07.365669,14
2024-08-08 21:17:07.383134,16
2024-08-08 21:17:07.400531,18
2024-08-08 21:17:07.417049,20
2024-08-08 21:17:07.434590,22
2024-08-08 21:17:07.451360,24
2024-08-08 21:17:07.467877,26
2024-08-08 21:17:07.485506,28
2024-08-08 21:17:07.501991,30
2024-08-08 21:17:07.518671,32
2024-08-08 21:17:07.535736,34
2024-08-08 21:17:07.553022,36
2024-08-08 21:17:07.570750,38
2024-08-08 21:17:07.587616,40
2024-08-08 21:17:07.605582,42
2024-08-08 21:17:07.623215,1
2024-08-08 21:17:07.623487,0
2024-08-08 21:17:07.689357,2
2024-08-08 21:17:07.706200,4
2024-08-08 21:17:07.722471,6
2024-08-08 21:17:07.739322,8
2024-08-08 21:17:07.755649,10
2024-08-08 21:17:07.773234,12
2024-08-08 21:17:07.789716,14
2024-08-08 21:17:07.806744,16
2024-08-08 21:17:07.824337,18
2024-08-08 21:17:07.841592,20
2024-08-08 21:17:07.858158,22
2024-08-08 21:17:07.875661,24
2024-08-08 21:17:07.891392,26
2024-08-08 21:17:07.908118,28
2024-08-08 21:17:07.925075,30
2024-08-08 21:17:07.941597,32
2024-08-08 21:17:07.958090,34
2024-08-08 21:17:07.973712,36
2024-08-08 21:17:07.991203,38
2024-08-08 21:17:08.007759,40
2024-08-08 21:17:08.024988,1
2024-08-08 21:17:08.025241,0
2024-08-08 21:17:08.092138,2
2024-08-08 21:17:08.109569,4
2024-08-08 21:17:08.125663,6
2024-08-08 21:17:08.141896,8
2024-08-08 21:17:08.159395,10
2024-08-08 21:17:08.175826,12
2024-08-08 21:17:08.193530,14
2024-08-08 21:17:08.209167,16
2024-08-08 21:17:08.226675,18
2024-08-08 21:17:08.242704,20
2024-08-08 21:17:08.260104,22
2024-08-08 21:17:08.277354,24
2024-08-08 21:17:08.293835,26
2024-08-08 21:17:08.310712,28
2024-08-08 21:17:08.328301,30
2024-08-08 21:17:08.345378,32
2024-08-08 21:17:08.361893,34
2024-08-08 21:17:08.379450,36
2024-08-08 21:17:08.396122,38
2024-08-08 21:17:08.412684,40
2024-08-08 21:17:08.430292,1
2024-08-08 21:17:08.430524,0
2024-08-08 21:17:08.480765,2
2024-08-08 21:17:08.498619,4
2024-08-08 21:17:08.515136,6
2024-08-08 21:17:08.531934,8
2024-08-08 21:17:08.547944,10
2024-08-08 21:17:08.565541,12
2024-08-08 21:17:08.582555,14
2024-08-08 21:17:08.599355,16
2024-08-08 21:17:08.615950,18
2024-08-08 21:17:08.633503,0
2024-08-08 21:17:08.649860,2
2024-08-08 21:17:08.667688,4
2024-08-08 21:17:08.684460,6
2024-08-08 21:17:08.701498,8
2024-08-08 21:17:08.718149,10
2024-08-08 21:17:08.734417,12
2024-08-08 21:17:08.750780,14
2024-08-08 21:17:08.768095,16
2024-08-08 21:17:08.784523,18
2024-08-08 21:17:08.801140,20
2024-08-08 21:17:08.817617,22
2024-08-08 21:17:08.835433,1
2024-08-08 21:17:08.835661,2
2024-08-08 21:17:08.851707,4
2024-08-08 21:17:08.869581,6
2024-08-08 21:17:08.886419,8
2024-08-08 21:17:08.903149,10
2024-08-08 21:17:08.919276,12
2024-08-08 21:17:08.935868,14
2024-08-08 21:17:08.953640,16
2024-08-08 21:17:08.969633,18
2024-08-08 21:17:08.987369,20
2024-08-08 21:17:09.003702,22
2024-08-08 21:17:09.020689,24
2024-08-08 21:17:09.037365,0
2024-08-08 21:17:09.408785,2
2024-08-08 21:17:09.426488,4
2024-08-08 21:17:09.443517,6
2024-08-08 21:17:09.460341,8
2024-08-08 21:17:09.476766,10
2024-08-08 21:17:09.493934,12
2024-08-08 21:17:09.510973,14
2024-08-08 21:17:09.527876,16
2024-08-08 21:17:09.545149,18
2024-08-08 21:17:09.562146,20
2024-08-08 21:17:09.579674,22
2024-08-08 21:17:09.596877,24
2024-08-08 21:17:09.613495,26
2024-08-08 21:17:09.629605,28
2024-08-08 21:17:09.646782,30
2024-08-08 21:17:09.663615,32
2024-08-08 21:17:09.681322,34
2024-08-08 21:17:09.698305,36
2024-08-08 21:17:09.715433,38
2024-08-08 21:17:09.732059,40
2024-08-08 21:17:09.748603,42
2024-08-08 21:17:09.764184,44
2024-08-08 21:17:09.780652,46
2024-08-08 21:17:09.798022,48
2024-08-08 21:17:09.814452,50
2024-08-08 21:17:09.830631,52
2024-08-08 21:17:09.848012,1
2024-08-08 21:17:09.848264,0
2024-08-08 21:17:09.848408,2
2024-08-08 21:17:09.864703,4
2024-08-08 21:17:09.881883,6
2024-08-08 21:17:09.899101,8
2024-08-08 21:17:09.916438,10
2024-08-08 21:17:09.932687,12
2024-08-08 21:17:09.949870,14
2024-08-08 21:17:09.967110,16
2024-08-08 21:17:09.983380,18
2024-08-08 21:17:09.999765,20
2024-08-08 21:17:10.017540,22
2024-08-08 21:17:10.034348,24
2024-08-08 21:17:10.051015,1
2024-08-08 21:17:10.051291,0
2024-08-08 21:17:10.085713,2
2024-08-08 21:17:10.102166,4
2024-08-08 21:17:10.119265,6
2024-08-08 21:17:10.135613,8
2024-08-08 21:17:10.153024,10
2024-08-08 21:17:10.170602,12
2024-08-08 21:17:10.188032,14
2024-08-08 21:17:10.204714,16
2024-08-08 21:17:10.222375,18
2024-08-08 21:17:10.239303,20
2024-08-08 21:17:10.256281,22
2024-08-08 21:17:10.272540,24
2024-08-08 21:17:10.289057,26
2024-08-08 21:17:10.305941,28
2024-08-08 21:17:10.323347,30
2024-08-08 21:17:10.340572,32
2024-08-08 21:17:10.357460,34
2024-08-08 21:17:10.373346,36
2024-08-08 21:17:10.389845,38
2024-08-08 21:17:10.406961,40
2024-08-08 21:17:10.423372,42
2024-08-08 21:17:10.439258,44
2024-08-08 21:17:10.456267,46
2024-08-08 21:17:10.472746,48
2024-08-08 21:17:10.489702,50
2024-08-08 21:17:10.506626,52
2024-08-08 21:17:10.524550,54
2024-08-08 21:17:10.541064,56
2024-08-08 21:17:10.558459,58
2024-08-08 21:17:10.575016,60
2024-08-08 21:17:10.592476,62
2024-08-08 21:17:10.609125,64
2024-08-08 21:17:10.626045,66
2024-08-08 21:17:10.643171,68
2024-08-08 21:17:10.659564,16
2024-08-08 21:17:10.659786,18
2024-08-08 21:17:10.676094,20
2024-08-08 21:17:10.692616,22
2024-08-08 21:17:10.709228,24
2024-08-08 21:17:10.726052,26
2024-08-08 21:17:10.742950,28
2024-08-08 21:17:10.759598,30
2024-08-08 21:17:10.776705,32
2024-08-08 21:17:10.794453,34
2024-08-08 21:17:10.810262,36
2024-08-08 21:17:10.826729,38
2024-08-08 21:17:10.843393,40
2024-08-08 21:17:10.859896,1
2024-08-08 21:17:10.860112,2
2024-08-08 21:17:10.877302,4
2024-08-08 21:17:10.894077,6
2024-08-08 21:17:10.910526,8
2024-08-08 21:17:10.927228,10
2024-08-08 21:17:10.943873,12
2024-08-08 21:17:10.961574,14
2024-08-08 21:17:10.978392,16
2024-08-08 21:17:10.995357,18
2024-08-08 21:17:11.012349,20
2024-08-08 21:17:11.029241,22
2024-08-08 21:17:11.045970,24
2024-08-08 21:17:11.062276,0
2024-08-08 21:17:11.079567,2
2024-08-08 21:17:11.095867,4
2024-08-08 21:17:11.113588,6
2024-08-08 21:17:11.130604,8
2024-08-08 21:17:11.148141,10
2024-08-08 21:17:11.164981,12
2024-08-08 21:17:11.181616,14
2024-08-08 21:17:11.198990,16
2024-08-08 21:17:11.216664,18
2024-08-08 21:17:11.233943,20
2024-08-08 21:17:11.251592,22
2024-08-08 21:17:11.267801,1
2024-08-08 21:17:11.268021,0
2024-08-08 21:17:11.387405,2
2024-08-08 21:17:11.404130,4
2024-08-08 21:17:11.420746,6
2024-08-08 21:17:11.438170,8
2024-08-08 21:17:11.454980,10
2024-08-08 21:17:11.472436,12
2024-08-08 21:17:11.489116,14
2024-08-08 21:17:11.506344,16
2024-08-08 21:17:11.522832,18
2024-08-08 21:17:11.539811,20
2024-08-08 21:17:11.556721,22
2024-08-08 21:17:11.573774,24
2024-08-08 21:17:11.590778,26
2024-08-08 21:17:11.608526,28
2024-08-08 21:17:11.624748,30
2024-08-08 21:17:11.641976,32
2024-08-08 21:17:11.658844,34
2024-08-08 21:17:11.676033,36
2024-08-08 21:17:11.693412,38
2024-08-08 21:17:11.710366,40
2024-08-08 21:17:11.726762,42
2024-08-08 21:17:11.743408,44
2024-08-08 21:17:11.760496,46
2024-08-08 21:17:11.777163,48
2024-08-08 21:17:11.794236,50
2024-08-08 21:17:11.811175,52
2024-08-08 21:17:11.828336,54
2024-08-08 21:17:11.844905,56
2024-08-08 21:17:11.861608,58
2024-08-08 21:17:11.879471,1
2024-08-08 21:17:11.879703,0
2024-08-08 21:17:11.879781,2
2024-08-08 21:17:11.895592,4
2024-08-08 21:17:11.912853,6
2024-08-08 21:17:11.930297,8
2024-08-08 21:17:11.946870,10
2024-08-08 21:17:11.964124,12
2024-08-08 21:17:11.981175,14
2024-08-08 21:17:11.998389,16
2024-08-08 21:17:12.015395,18
2024-08-08 21:17:12.031736,20
2024-08-08 21:17:12.049180,22
2024-08-08 21:17:12.066010,24
2024-08-08 21:17:12.082682,0
2024-08-08 21:17:12.422488,2
2024-08-08 21:17:12.438449,4
2024-08-08 21:17:12.454129,6
2024-08-08 21:17:12.470998,8
2024-08-08 21:17:12.487774,10
2024-08-08 21:17:12.505448,12
2024-08-08 21:17:12.521807,14
2024-08-08 21:17:12.538833,16
2024-08-08 21:17:12.555976,18
2024-08-08 21:17:12.572585,20
2024-08-08 21:17:12.589657,22
2024-08-08 21:17:12.606782,24
2024-08-08 21:17:12.623794,26
2024-08-08 21:17:12.640144,28
2024-08-08 21:17:12.656974,30
2024-08-08 21:17:12.674210,32
2024-08-08 21:17:12.690757,1
2024-08-08 21:17:12.691143,0
2024-08-08 21:17:12.844445,2
2024-08-08 21:17:12.860993,4
2024-08-08 21:17:12.877625,6
2024-08-08 21:17:12.895409,8
2024-08-08 21:17:12.911872,10
2024-08-08 21:17:12.929369,12
2024-08-08 21:17:12.946032,14
2024-08-08 21:17:12.963313,16
2024-08-08 21:17:12.979959,18
2024-08-08 21:17:12.997362,20
2024-08-08 21:17:13.014011,22
2024-08-08 21:17:13.031578,24
2024-08-08 21:17:13.049118,26
2024-08-08 21:17:13.066395,28
2024-08-08 21:17:13.083379,30
2024-08-08 21:17:13.100294,32
2024-08-08 21:17:13.117192,34
2024-08-08 21:17:13.134455,36
2024-08-08 21:17:13.150805,38
2024-08-08 21:17:13.168302,40
2024-08-08 21:17:13.184790,42
2024-08-08 21:17:13.201666,44
2024-08-08 21:17:13.219498,46
2024-08-08 21:17:13.235927,48
2024-08-08 21:17:13.253087,50
2024-08-08 21:17:13.269830,52
2024-08-08 21:17:13.286884,54
2024-08-08 21:17:13.303388,1
2024-08-08 21:17:13.303595,0
2024-08-08 21:17:13.387116,2
2024-08-08 21:17:13.404581,4
2024-08-08 21:17:13.421975,6
2024-08-08 21:17:13.438868,8
2024-08-08 21:17:13.456180,10
2024-08-08 21:17:13.472722,12
2024-08-08 21:17:13.490163,14
2024-08-08 21:17:13.506750,16
2024-08-08 21:17:13.524214,18
2024-08-08 21:17:13.541138,20
2024-08-08 21:17:13.557819,22
2024-08-08 21:17:13.574647,24
2024-08-08 21:17:13.592181,26
2024-08-08 21:17:13.608841,28
2024-08-08 21:17:13.626535,30
2024-08-08 21:17:13.643513,32
2024-08-08 21:17:13.659906,34
2024-08-08 21:17:13.676787,36
2024-08-08 21:17:13.694518,38
2024-08-08 21:17:13.710731,1
2024-08-08 21:17:13.710911,2
2024-08-08 21:17:13.727639,4
2024-08-08 21:17:13.744867,6
2024-08-08 21:17:13.761918,8
2024-08-08 21:17:13.778636,10
2024-08-08 21:17:13.795885,12
2024-08-08 21:17:13.812950,14
2024-08-08 21:17:13.830562,16
2024-08-08 21:17:13.847393,18
2024-08-08 21:17:13.864283,20
2024-08-08 21:17:13.880734,22
2024-08-08 21:17:13.898095,24
2024-08-08 21:17:13.915287,0
2024-08-08 21:17:13.948389,2
2024-08-08 21:17:13.964183,4
2024-08-08 21:17:13.980857,6
2024-08-08 21:17:13.998679,8
2024-08-08 21:17:14.014922,10
2024-08-08 21:17:14.031749,12
2024-08-08 21:17:14.048425,14
2024-08-08 21:17:14.064851,16
2024-08-08 21:17:14.082391,18
2024-08-08 21:17:14.098908,20
2024-08-08 21:17:14.115573,0
2024-08-08 21:17:14.251868,2
2024-08-08 21:17:14.268941,4
2024-08-08 21:17:14.286144,6
2024-08-08 21:17:14.303307,8
2024-08-08 21:17:14.320423,10
2024-08-08 21:17:14.337120,12
2024-08-08 21:17:14.354018,14
2024-08-08 21:17:14.370796,16
2024-08-08 21:17:14.387886,18
2024-08-08 21:17:14.404852,20
2024-08-08 21:17:14.421920,22
2024-08-08 21:17:14.439213,24
2024-08-08 21:17:14.456171,26
2024-08-08 21:17:14.473009,28
2024-08-08 21:17:14.489867,30
2024-08-08 21:17:14.507157,32
2024-08-08 21:17:14.524197,1
2024-08-08 21:17:14.524389,0
2024-08-08 21:17:14.609101,2
2024-08-08 21:17:14.626259,4
2024-08-08 21:17:14.643020,6
2024-08-08 21:17:14.659226,8
2024-08-08 21:17:14.674862,10
2024-08-08 21:17:14.692572,12
2024-08-08 21:17:14.708429,14
2024-08-08 21:17:14.724248,16
2024-08-08 21:17:14.740685,18
2024-08-08 21:17:14.757777,20
2024-08-08 21:17:14.775075,22
2024-08-08 21:17:14.791273,24
2024-08-08 21:17:14.807986,26
2024-08-08 21:17:14.825014,28
2024-08-08 21:17:14.841924,30
2024-08-08 21:17:14.859137,32
2024-08-08 21:17:14.876512,34
2024-08-08 21:17:14.892829,36
2024-08-08 21:17:14.909942,38
2024-08-08 21:17:14.926933,1
2024-08-08 21:17:14.927269,0
2024-08-08 21:17:15.093697,2
2024-08-08 21:17:15.110700,4
2024-08-08 21:17:15.127635,6
2024-08-08 21:17:15.144995,8
2024-08-08 21:17:15.162118,10
2024-08-08 21:17:15.178909,12
2024-08-08 21:17:15.196477,14
2024-08-08 21:17:15.213369,16
2024-08-08 21:17:15.230229,18
2024-08-08 21:17:15.247074,20
2024-08-08 21:17:15.264571,22
2024-08-08 21:17:15.281324,24
2024-08-08 21:17:15.297852,26
2024-08-08 21:17:15.315574,28
2024-08-08 21:17:15.331606,30
2024-08-08 21:17:15.349497,32
2024-08-08 21:17:15.365522,34
2024-08-08 21:17:15.382281,36
2024-08-08 21:17:15.399221,38
2024-08-08 21:17:15.416213,40
2024-08-08 21:17:15.433015,42
2024-08-08 21:17:15.450043,44
2024-08-08 21:17:15.466471,46
2024-08-08 21:17:15.483011,48
2024-08-08 21:17:15.499767,50
2024-08-08 21:17:15.516703,52
2024-08-08 21:17:15.533739,54
2024-08-08 21:17:15.551464,56
2024-08-08 21:17:15.568064,58
2024-08-08 21:17:15.585261,60
2024-08-08 21:17:15.601985,62
2024-08-08 21:17:15.618785,64
2024-08-08 21:17:15.635631,66
2024-08-08 21:17:15.652951,68
2024-08-08 21:17:15.669177,70
2024-08-08 21:17:15.686089,72
2024-08-08 21:17:15.702970,74
2024-08-08 21:17:15.734845,76
2024-08-08 21:17:15.741756,1
2024-08-08 21:17:15.741956,0
2024-08-08 21:17:15.859847,2
2024-08-08 21:17:15.877321,4
2024-08-08 21:17:15.893554,6
2024-08-08 21:17:15.911094,8
2024-08-08 21:17:15.928016,10
2024-08-08 21:17:15.944902,12
2024-08-08 21:17:15.961728,14
2024-08-08 21:17:15.978703,16
2024-08-08 21:17:15.995926,18
2024-08-08 21:17:16.012679,20
2024-08-08 21:17:16.029979,22
2024-08-08 21:17:16.046916,24
2024-08-08 21:17:16.064034,26
2024-08-08 21:17:16.081109,28
2024-08-08 21:17:16.098509,30
2024-08-08 21:17:16.115021,32
2024-08-08 21:17:16.132278,34
2024-08-08 21:17:16.149422,1
2024-08-08 21:17:16.149589,2
2024-08-08 21:17:16.165413,4
2024-08-08 21:17:16.182558,6
2024-08-08 21:17:16.199021,8
2024-08-08 21:17:16.216542,10
2024-08-08 21:17:16.232916,12
2024-08-08 21:17:16.250037,14
2024-08-08 21:17:16.267428,16
2024-08-08 21:17:16.283746,18
2024-08-08 21:17:16.301120,20
2024-08-08 21:17:16.318141,22
2024-08-08 21:17:16.335546,24
2024-08-08 21:17:16.352761,26
2024-08-08 21:17:16.370269,28
2024-08-08 21:17:16.386739,30
2024-08-08 21:17:16.404003,32
2024-08-08 21:17:16.420172,34
2024-08-08 21:17:16.436976,36
2024-08-08 21:17:16.453296,38
2024-08-08 21:17:16.469678,40
2024-08-08 21:17:16.486677,42
2024-08-08 21:17:16.503607,44
2024-08-08 21:17:16.520150,46
2024-08-08 21:17:16.537074,48
2024-08-08 21:17:16.553748,1
2024-08-08 21:17:16.553987,0
2024-08-08 21:17:16.909749,2
2024-08-08 21:17:16.927492,4
2024-08-08 21:17:16.943790,6
2024-08-08 21:17:16.961346,8
2024-08-08 21:17:16.977072,10
2024-08-08 21:17:16.993453,12
2024-08-08 21:17:17.010015,14
2024-08-08 21:17:17.026714,16
2024-08-08 21:17:17.043903,18
2024-08-08 21:17:17.061363,20
2024-08-08 21:17:17.077650,22
2024-08-08 21:17:17.094856,24
2024-08-08 21:17:17.111088,26
2024-08-08 21:17:17.128212,28
2024-08-08 21:17:17.144709,30
2024-08-08 21:17:17.161802,32
2024-08-08 21:17:17.179431,34
2024-08-08 21:17:17.196383,36
2024-08-08 21:17:17.213436,38
2024-08-08 21:17:17.230525,40
2024-08-08 21:17:17.247503,42
2024-08-08 21:17:17.263919,44
2024-08-08 21:17:17.281180,46
2024-08-08 21:17:17.298316,48
