timestamp,car1_x,car1_y,car2_x,car2_y
2024-08-09 16:42:04.187776,600,375,575,400
2024-08-09 16:42:05.198071,600,375,575,400
2024-08-09 16:42:06.299298,600,425,575,400
2024-08-09 16:42:06.789979,600,400,600,375
2024-08-09 16:42:06.790232,600,375,625,400
2024-08-09 16:42:07.366570,600,375,575,400
2024-08-09 16:42:07.633990,625,400,600,375
2024-08-09 16:42:08.038614,600,375,575,400
2024-08-09 16:42:08.562654,600,375,575,400
2024-08-09 16:42:09.915093,625,400,600,375
2024-08-09 16:42:10.235638,575,400,600,375
2024-08-09 16:42:11.510140,600,400,600,375
2024-08-09 16:42:11.746596,625,400,600,375
2024-08-09 16:42:12.336930,600,400,600,375
2024-08-09 16:42:13.059710,600,400,600,375
2024-08-09 16:42:13.059838,600,375,625,400
2024-08-09 16:42:13.602703,600,375,575,400
2024-08-09 16:42:14.280475,600,400,575,400
2024-08-09 16:42:14.992679,625,400,600,375
2024-08-09 16:42:15.651907,600,400,600,375
2024-08-09 16:42:15.652156,600,375,625,400
2024-08-09 16:42:16.041562,600,400,600,375
2024-08-09 16:42:16.041859,600,375,625,400
2024-08-09 16:42:18.536440,625,400,600,375
2024-08-09 16:42:18.822113,600,400,600,375
2024-08-09 16:42:22.079605,575,400,600,375
2024-08-09 16:42:22.953561,575,400,600,375
2024-08-09 16:42:23.742128,575,400,600,375
2024-08-09 16:42:24.794078,600,425,575,400
2024-08-09 16:42:25.210029,600,400,600,375
2024-08-09 16:42:26.411827,600,425,575,400
2024-08-09 16:42:26.578832,600,425,575,400
2024-08-09 16:42:26.981479,600,400,575,400
2024-08-09 16:42:26.981899,575,400,600,425
2024-08-09 16:42:27.197721,575,400,600,375
2024-08-09 16:42:27.399687,575,400,600,375
2024-08-09 16:42:27.785196,625,400,600,375
2024-08-09 16:42:28.070914,575,400,600,375
2024-08-09 16:42:29.635053,600,375,575,400
2024-08-09 16:42:30.174366,600,425,575,400
2024-08-09 16:42:30.597750,625,400,600,375
2024-08-09 16:42:31.471474,600,375,575,400
2024-08-09 16:42:32.966655,600,425,575,400
2024-08-09 16:42:33.534859,625,400,600,375
2024-08-09 16:42:34.866905,600,400,575,400
2024-08-09 16:42:35.496783,600,425,575,400
2024-08-09 16:42:36.509959,625,400,600,375
2024-08-09 16:42:36.857058,600,425,575,400
2024-08-09 16:42:37.847665,600,400,575,400
2024-08-09 16:42:38.523043,600,400,600,375
2024-08-09 16:42:38.523288,600,375,625,400
2024-08-09 16:42:38.788429,600,375,575,400
2024-08-09 16:42:39.181637,600,400,600,375
2024-08-09 16:42:39.181923,600,375,625,400
2024-08-09 16:42:39.330550,600,400,600,375
2024-08-09 16:42:39.330811,600,375,625,400
2024-08-09 16:42:40.090531,600,375,575,400
2024-08-09 16:42:40.469688,600,400,575,400
2024-08-09 16:42:42.817375,600,400,575,400
2024-08-09 16:42:43.015589,625,400,600,375
2024-08-09 16:42:43.409358,600,400,600,375
2024-08-09 16:42:43.409580,600,375,625,400
2024-08-09 16:42:43.850985,600,375,575,400
2024-08-09 16:42:44.227570,600,375,575,400
2024-08-09 16:42:44.767030,625,400,600,375
2024-08-09 16:42:45.161754,600,400,575,400
2024-08-09 16:42:46.436113,625,400,600,375
2024-08-09 16:42:46.856495,600,425,575,400
