timestamp,reward
2026-01-19 22:56:57.657954,-1891.4
2026-01-19 22:56:59.051010,-1558.9
2026-01-19 22:57:00.347810,-1237.5
2026-01-19 22:57:01.655828,-2057.5
2026-01-19 22:57:02.965313,-19920.0
2026-01-19 22:57:04.228522,-37.150000000000006
2026-01-19 22:57:05.517408,-474.8999999999999
2026-01-19 22:57:06.860325,-1321.9
2026-01-19 22:57:08.217597,-2599.45
2026-01-19 22:57:09.627541,-622.7
2026-01-19 22:57:10.959822,-1427.5
2026-01-19 22:57:12.309224,-21048.9
2026-01-19 22:57:13.616681,52.85
2026-01-19 22:57:14.949204,-237.74999999999986
2026-01-19 22:57:16.334600,-928.5500000000001
2026-01-19 22:57:17.780903,-2042.45
2026-01-19 22:57:19.251602,-1372.65
2026-01-19 22:57:20.672068,-1192.5
2026-01-19 22:57:22.108821,-21387.1
2026-01-19 22:57:23.491435,-59955.65
2026-01-19 22:57:24.892756,-306.15
2026-01-19 22:57:26.334375,-1140.8999999999999
2026-01-19 22:57:27.789071,-2291.5
2026-01-19 22:57:29.290594,-1421.249999999999
2026-01-19 22:57:30.755764,-1140.0000000000002
2026-01-19 22:57:32.253894,-21186.05
2026-01-19 22:57:33.696502,-19931.75
2026-01-19 22:57:35.178560,-232.15
2026-01-19 22:57:36.713722,-1097.8000000000002
2026-01-19 22:57:38.250440,-2354.5
2026-01-19 22:57:39.815082,-648.0
2026-01-19 22:57:41.323464,-1410.0
2026-01-19 22:57:42.834958,-40464.8
2026-01-19 22:57:44.310620,-19982.75
2026-01-19 22:57:45.837083,-286.25000000000006
2026-01-19 22:57:47.380224,-1069.75
2026-01-19 22:57:48.956361,-1333.3500000000004
2026-01-19 22:57:50.553904,-667.75
2026-01-19 22:57:52.131003,-1477.5
2026-01-19 22:57:53.696456,-50297.75
2026-01-19 22:57:55.279059,-254.29999999999998
2026-01-19 22:57:56.878010,-1036.95
2026-01-19 22:57:58.506158,-1934.9
2026-01-19 22:58:00.159195,-497.54999999999995
2026-01-19 22:58:01.773131,-1300.0000000000002
2026-01-19 22:58:03.394352,-40722.25
2026-01-19 22:58:04.984805,-26.350000000000005
2026-01-19 22:58:06.608583,-491.7
2026-01-19 22:58:08.276317,-1361.7
2026-01-19 22:58:09.985541,-331.20000000000005
2026-01-19 22:58:11.667686,-977.5
2026-01-19 22:58:13.346722,-20920.5
2026-01-19 22:58:15.023119,-83.80000000000001
2026-01-19 22:58:16.753610,-919.9499999999999
2026-01-19 22:58:18.495425,-1871.3500000000001
2026-01-19 22:58:20.245309,-283.1000000000001
2026-01-19 22:58:21.968254,-1055.0
2026-01-19 22:58:23.697354,-40659.4
2026-01-19 22:58:25.396752,-99.55000000000003
2026-01-19 22:58:27.174306,-793.35
2026-01-19 22:58:28.943664,-1295.95
2026-01-19 22:58:30.780861,-331.1
2026-01-19 22:58:32.540858,-1115.0
2026-01-19 22:58:34.305229,-50150.0
2026-01-19 22:58:36.082549,-458.70000000000005
2026-01-19 22:58:37.900340,-1463.75
2026-01-19 22:58:39.738247,-833.1500000000001
2026-01-19 22:58:41.554638,-697.5
2026-01-19 22:58:43.376030,-40927.1
2026-01-19 22:58:45.202122,-54.05
2026-01-19 22:58:47.038114,-712.8499999999999
2026-01-19 22:58:48.907980,-1360.3
2026-01-19 22:58:50.798444,-475.34999999999997
2026-01-19 22:58:52.677083,-1408.75
2026-01-19 22:58:54.538878,-20092.950000000004
2026-01-19 22:58:56.406276,-452.90000000000003
2026-01-19 22:58:58.325323,-1452.25
2026-01-19 22:59:00.273858,-519.0000000000001
2026-01-19 22:59:02.180328,-1065.0
2026-01-19 22:59:04.092402,-30526.8
2026-01-19 22:59:06.014757,-471.84999999999997
2026-01-19 22:59:07.953493,-1554.15
2026-01-19 22:59:09.928823,-1083.7500000000005
2026-01-19 22:59:11.882239,-890.0
2026-01-19 22:59:13.842747,-40756.4
2026-01-19 22:59:15.799465,-164.2
2026-01-19 22:59:17.820702,-924.5
2026-01-19 22:59:19.843475,-849.2499999999999
2026-01-19 22:59:21.867746,-627.45
2026-01-19 22:59:23.883499,-40675.0
2026-01-19 22:59:25.869769,-102.2
2026-01-19 22:59:27.916988,-879.4
2026-01-19 22:59:29.989327,-766.3500000000001
2026-01-19 22:59:32.045765,-667.5000000000001
2026-01-19 22:59:34.098267,-50711.8
2026-01-19 22:59:36.143040,-143.3
2026-01-19 22:59:38.233288,-1066.25
2026-01-19 22:59:40.357180,-610.8000000000002
2026-01-19 22:59:42.456430,-807.5
2026-01-19 22:59:44.545177,-30480.75
2026-01-19 22:59:46.645369,-407.75000000000006
2026-01-19 22:59:48.772631,-1434.3500000000001
2026-01-19 22:59:50.938427,-412.25
2026-01-19 22:59:53.070535,-1288.75
2026-01-19 22:59:55.199678,-40151.95000000003
2026-01-19 22:59:57.354554,-657.4
2026-01-19 22:59:59.550215,-1137.3000000000002
2026-01-19 23:00:01.753979,-545.0000000000001
2026-01-19 23:00:03.922924,-20917.55
2026-01-19 23:00:06.093472,-94.15
2026-01-19 23:00:08.304224,-949.2
2026-01-19 23:00:10.540149,-602.7000000000002
2026-01-19 23:00:12.810937,-835.0
2026-01-19 23:00:15.100586,-20339.200000000004
